"citation_key","inclusion_1","inclusion_2","ec_quality","ec_research_availability","ec_dt_for_non_security_case","ec_dt_missing","ec_not_IOT_CPS_context","ec_dt_for_security","ec_complete_book","comment"
"Bengtsson1996a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bera2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berardi2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berardi2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berardinelli2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BerdalNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Beregi2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berger2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berger2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Berger2020","yes","no","no","no","no","yes","no","no","no","-"
"Berger2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bergman2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bergner2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BergolloNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bergstra2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bergstra2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bernardi2020","yes","no","no","no","yes","no","no","no","no","-"
"Bernieri2017","yes","no","no","no","no","yes","no","no","no","-"
"Bernijazov2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bernstein2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bertino2001","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bertino2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bertino2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bestavros2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Beth2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bhamare2020","yes","no","no","no","no","yes","no","no","no","-"
"Bhardwaj2019","yes","no","no","no","no","no","no","yes","no","-"
"Bhardwaj2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bhasin2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bhatt2020","yes","no","no","no","no","no","no","yes","no","-"
"Bhattacharjya2020","yes","no","no","no","no","no","no","yes","no","-"
"Bhattacharjya2020a","yes","no","no","no","yes","no","no","no","no","-"
"Bhatti2021","yes","no","no","no","yes","no","no","no","no","-"
"Bhm2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bhunia2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bi2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bi2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bicaku2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bicaku2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bielefeldt2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bienhaus2017","yes","no","no","no","yes","no","no","no","no","-"
"Biesinger2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biffl2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biffl2017ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biffl2017abc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biffl2019","yes","yes","no","no","no","no","no","no","no","-"
"Biffl2019a","yes","yes","no","no","no","no","no","no","no","-"
"Bilgeri2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bills1970","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Billy2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biran2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biswas2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Biswas2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bitterwolf2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bitton2018","yes","yes","no","no","no","no","no","no","no","-"
"Bizanis2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bizer2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bjrkenstam2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BkcNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Black2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blackman2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blanco2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blank2018","yes","no","no","no","no","no","no","yes","no","-"
"Blanke2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blighwall2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blockwitz2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bloemeke2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blomqvist2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blum1994","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Blumbergs2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bocetta2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boeckl2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boghossian2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bogle2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boh2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bohlin2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bojanova2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bojarczuk2021","yes","no","no","no","yes","no","no","no","no","-"
"Boje2020","yes","no","no","no","yes","no","no","no","no","-"
"Bokang2021","yes","no","no","no","no","yes","no","no","no","-"
"Bokmper2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bolea2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bolpagni2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bonaccorsi2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BonomiNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bonvin2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Booth2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Booyse2020","yes","no","no","no","yes","no","no","no","no","-"
"Borangiu2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borangiu2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borangiu2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borangiu2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bordawekar2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bore2020","yes","yes","no","no","no","no","no","no","no","-"
"BoreNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borg2021","yes","no","no","no","yes","no","no","no","no","-"
"Borghesi2021","yes","no","no","no","yes","no","no","no","no","-"
"Borgne2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BorgoNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boring2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borisaniya2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Borky2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bormann2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bortolini2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bosak2019","yes","no","no","no","yes","no","yes","no","no","-"
"Bosch2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bosch2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bosch2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boschert2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boschert2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boschert2018ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bostoganashvili2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boton2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Botta2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boutaba2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bowers2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Boyes2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bracho2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Braden1989","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bragg2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Braggsitton2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brahma2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"BrainiotNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brambilla2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brand2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brandt2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brandt2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Branquinho2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bratchikov2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bremer2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brenner2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brewer2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brinkman2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brizzi2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brknyi2021","yes","no","yes","no","no","no","no","no","no","-"
"Brocal2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Broering2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brosinsky2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brosinsky2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brosinsky2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brosinsky2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brovkova2021","yes","no","no","no","yes","no","no","yes","no","-"
"Brown2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brown2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brown9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Browne2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brumback1987","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brusso2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bruynseels2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bruzzone2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bruzzone2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bryans2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Brzia2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Btn","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Buczak2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Budida2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Bujari2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Buldakova2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Buldas2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Buntinx2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burd2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burden2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burger2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burkert2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burnicki2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burns2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Burzykowska2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Businesswire2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butt2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Butun2020a","yes","no","no","no","no","yes","no","no","no","-"
"Butun2021","yes","no","no","no","no","yes","no","no","no","-"
"Byers2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byres2004","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byres2004a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byrne2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byrne2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byrne2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Byvaikov2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Börger2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"C-tpat2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CARLO202167","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CArdenas2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CISA2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CONGES2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caccamo2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cadre1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cagle2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cai2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cai2019","yes","no","no","no","yes","no","no","no","no","-"
"Cai2019a","yes","no","no","no","yes","no","no","no","no","-"
"Cai2020","yes","no","no","no","no","yes","no","no","no","-"
"Cai2021","yes","no","no","no","yes","no","no","no","no","-"
"Caida2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caldern2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caldern2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Calderoni2019","yes","no","no","no","no","no","no","yes","no","-"
"Calia2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Callegari2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Callow2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Calo2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Calo2018","yes","yes","no","no","no","no","no","no","no","-"
"Calo2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CamarinhaMatos2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Campbell2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Campbell2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Campolo2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Campolo2020","yes","yes","no","no","no","no","no","no","no","-"
"Canas2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cancar2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Candelori1998","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Canedo2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Canh2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Canizo2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cann2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cao2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Capetillo2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caporuscio2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caporusso2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Carcano2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Carcano2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cardenas2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cardenas2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cardenas2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cardenas2018","yes","no","no","no","yes","no","no","no","no","-"
"Cardin2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cardin2019","yes","no","no","no","yes","no","no","no","no","-"
"Carou2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"CarrascoFarre2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Carvajal2018","yes","no","no","no","yes","no","no","no","no","-"
"Carvalho2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Caselli2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Castanon2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Castellani2021","yes","yes","no","no","no","no","no","no","no","-"
"Castellanos2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Castellanos2018a","yes","no","no","no","no","yes","no","no","no","-"
"Castellanos2019","yes","no","no","no","no","yes","no","no","no","-"
"Castiglione2020","yes","no","no","no","no","yes","no","no","no","-"
"Catal2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Catarci2019","yes","yes","no","no","no","no","no","no","no","-"
"Cathey2021","yes","yes","no","no","no","no","no","no","no","-"
"Cattaneo2018","yes","no","no","no","no","yes","no","no","no","-"
"Cattermole2019","yes","no","no","no","no","yes","no","no","no","-"
"Cayirci2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cazorla2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cazorla2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cecilia2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cerrone2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chabukswar2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chaccour2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chaccour2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chaduvula2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chai2019","yes","no","no","no","no","yes","no","no","no","-"
"Chakrabarty2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chanal2020","yes","no","no","no","yes","no","no","no","no","-"
"Chandu2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chang2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chang2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chang2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chang2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Changxiang2020","yes","no","no","yes","no","no","no","no","no","-"
"Chao2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Charith2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chatha2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chattopadhyay2017","yes","no","no","no","no","yes","no","no","no","-"
"Chaturvedi2019","yes","no","no","no","no","yes","no","no","no","-"
"Chavez2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chee-wooi2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheminod2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2014a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2014b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2015","yes","no","no","no","no","yes","no","no","no","-"
"Chen2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2017ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2018ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2018abc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2020","yes","no","no","no","yes","no","no","no","no","-"
"Chen2021","yes","no","no","no","no","no","no","yes","no","-"
"Chen2021a","yes","no","no","no","no","yes","no","no","no","-"
"Chen2021ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chen2021c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheng2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheng2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheng2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheng2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheremysynova2020","yes","no","no","no","yes","no","no","no","no","-"
"Cheruvu2020","yes","no","no","no","no","no","no","yes","no","-"
"Cherviakov2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chesney2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheung2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Cheung2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2016a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2017ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2018","yes","yes","no","no","no","no","no","no","no","-"
"Chhetri2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chhetri2019","yes","no","no","no","no","yes","no","no","no","-"
"Chiarello2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chicco2021","yes","no","no","no","yes","no","no","no","no","-"
"Chidambaram2019","yes","no","no","no","no","yes","yes","no","no","-"
"Chifor2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chitu2019","yes","no","no","no","yes","no","no","no","no","-"
"Choi","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Choi2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Choi2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Choi2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Choi2020","yes","yes","no","no","no","no","no","no","no","-"
"Choi2021","yes","yes","no","no","no","no","no","no","no","-"
"Choudhary2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Christian2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Christoph2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Christopher2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chromik2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chuadhry2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chukkapalli2020","yes","no","no","no","no","no","no","no","no","-"
"Chukkapalli2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Chukkapalli2021","yes","yes","no","no","no","no","no","no","no","-"
